FA 2:0,FA 4:0,FA 6:0,FA 8:0,FA 10:0,FA 12:0,FA 14:0,FA 14:1,FA 14:2,FA 15:0,FA 15:1,FA 15:2,FA 16:0,FA 16:1,FA 16:2,FA 16:3,FA 16:4,FA 16:5,FA 17:0,FA 17:1,FA 17:2,FA 17:3,FA 18:0,FA 18:1,FA 18:2,FA 18:3,FA 18:4,FA 18:5,FA 19:0,FA 19:1,FA 19:2,FA 19:3,FA 19:4,FA 19:5,FA 20:0,FA 20:1,FA 20:2,FA 20:3,FA 20:4,FA 20:5,FA 20:6,FA 21:0,FA 21:1,FA 21:2,FA 21:3,FA 21:4,FA 21:5,FA 22:0,FA 22:1,FA 22:2,FA 22:3,FA 22:4,FA 22:5,FA 22:6,FA 22:7
60.02113,88.05243,116.08373,144.11503,172.14633,200.17763,228.20893,226.19328,224.17763,242.22458,240.20893,238.19328,256.24023,254.22463,252.20893,250.19333,248.17763,246.16203,270.25583,268.24023,266.22463,264.20893,284.27153,282.25583,280.24023,278.22463,276.20893,274.19333,298.28723,296.27153,294.25583,292.24023,290.22463,288.20893,312.30283,310.28723,308.27153,306.25583,304.24023,302.22463,300.20893,326.31853,324.30283,322.28723,320.27153,318.25583,316.24023,340.33413,338.31853,336.30283,334.28723,332.27153,330.25583,328.24023,326.22463
