w-2(1),w-3(1),w-4(1),w-5(1),w-6(1),w-7(1),w-8(1),w-9(1),w-10(1),w-11(1),w-12(1),w-13(1),w-14(1),w-15(1),w-16(1),w-17(1),w-18(1),w-19(1),w-20(1),w-3(2),w-4(2),w-5(2),w-6(2),w-7(2),w-8(2),w-9(2),w-10(2),w-11(2),w-12(2),w-13(2),w-14(2),w-15(2),w-16(2),w-17(2),w-18(2),w-19(2),w-20(2),w-3(3),w-4(3),w-5(3),w-6(3),w-7(3),w-8(3),w-9(3),w-10(3),w-11(3),w-12(3),w-13(3),w-14(3),w-15(3),w-16(3),w-17(3),w-18(3),w-19(3),w-20(3),w-5(4),w-6(4),w-7(4),w-8(4),w-9(4),w-10(4),w-11(4),w-12(4),w-13(4),w-14(4),w-15(4),w-16(4),w-17(4),w-18(4),w-19(4),w-20(4),w-6(5),w-7(5),w-8(5),w-9(5),w-10(5),w-11(5),w-12(5),w-13(5),w-14(5),w-15(5),w-16(5),w-17(5),w-18(5),w-19(5),w-20(5),w-8(6),w-9(6),w-10(6),w-11(6),w-12(6),w-13(6),w-14(6),w-15(6),w-16(6),w-17(6),w-18(6),w-19(6),w-20(6),w-11(7),w-12(7),w-13(7),w-14(7),w-15(7),w-16(7),w-17(7),w-18(7),w-19(7),w-20(7)
40.0313,54.04695,68.0626,82.07825,96.0939,110.10955,124.1252,138.14085,152.1565,166.17215,180.1878,194.20345,208.2191,222.23475,236.2504,250.26605,264.2817,278.29735,292.313,52.0313,66.04695,80.0626,94.07825,108.0939,122.10955,136.1252,150.14085,164.1565,178.17215,192.1878,206.20345,220.2191,234.23475,248.2504,262.26605,276.2817,290.29735,50.01565,64.0313,78.04695,92.0626,106.07825,120.0939,134.10955,148.1252,162.14085,176.1565,190.17215,204.1878,218.20345,232.2191,246.23475,260.2504,274.26605,288.2817,76.0313,90.04695,104.0626,118.07825,132.0939,146.10955,160.1252,174.14085,188.1565,202.17215,216.1878,230.20345,244.2191,258.23475,272.2504,286.26605,88.0313,102.04695,116.0626,130.07825,144.0939,158.10955,172.1252,186.14085,200.1565,214.17215,228.1878,242.20345,256.2191,270.23475,284.2504,114.04695,128.0626,142.07825,156.0939,170.10955,184.1252,198.14085,212.1565,226.17215,240.1878,254.20345,268.2191,282.23475,154.07825,168.0939,182.10955,196.1252,210.14085,224.1565,238.17215,252.1878,266.20345,280.2191
