ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
PA 38:5,722.488658,723.495938,740.522488,745.478658,721.481378,0
PA 38:4,724.504308,725.511588,742.538138,747.494308,723.497028,0
PA 38:3,726.519958,727.527238,744.553788,749.509958,725.512678,0
PA 38:2,728.535608,729.542888,746.569438,751.525608,727.528328,0
PA O-39:2,728.571993,729.579273,746.605823,751.561993,727.564713,0
PA 39:8,730.457358,731.464638,748.491188,753.447358,729.450078,0
PA 38:1,730.551258,731.558538,748.585088,753.541258,729.543978,0
PA O-39:1,730.587643,731.594923,748.621473,753.577643,729.580363,0
PA 39:7,732.473008,733.480288,750.506838,755.463008,731.465728,0
PA O-40:7,732.509393,733.516673,750.543223,755.499393,731.502113,0
PA 38:0,732.566908,733.574188,750.600738,755.556908,731.559628,0
PA O-39:0,732.603293,733.610573,750.637123,755.593293,731.596013,0
PA 39:6,734.488658,735.495938,752.522488,757.478658,733.481378,0
PA O-40:6,734.525043,735.532323,752.558873,757.515043,733.517763,0
PA 39:5,736.504308,737.511588,754.538138,759.494308,735.497028,0
PA O-40:5,736.540693,737.547973,754.574523,759.530693,735.533413,0
PA 39:4,738.519958,739.527238,756.553788,761.509958,737.512678,0
PA O-40:4,738.556343,739.563623,756.590173,761.546343,737.549063,0
PA 40:10,740.441708,741.448988,758.475538,763.431708,739.434428,0
PA 39:3,740.535608,741.542888,758.569438,763.525608,739.528328,0
PA O-40:3,740.571993,741.579273,758.605823,763.561993,739.564713,0
PA 40:9,742.457358,743.464638,760.491188,765.447358,741.450078,0
PA 39:2,742.551258,743.558538,760.585088,765.541258,741.543978,0
PA O-40:2,742.587643,743.594923,760.621473,765.577643,741.580363,0
PA 40:8,744.473008,745.480288,762.506838,767.463008,743.465728,0
PA 39:1,744.566908,745.574188,762.600738,767.556908,743.559628,0
PA O-40:1,744.603293,745.610573,762.637123,767.593293,743.596013,0
PA 40:7,746.488658,747.495938,764.522488,769.478658,745.481378,0
PA 39:0,746.582558,747.589838,764.616388,769.572558,745.575278,0
PA O-40:0,746.618943,747.626223,764.652773,769.608943,745.611663,0
PA 40:6,748.504308,749.511588,766.538138,771.494308,747.497028,0
PA 40:5,750.519958,751.527238,768.553788,773.509958,749.512678,0
PA 40:4,752.535608,753.542888,770.569438,775.525608,751.528328,0
PA 40:3,754.551258,755.558538,772.585088,777.541258,753.543978,0
PA 40:2,756.566908,757.574188,774.600738,779.556908,755.559628,0
PA 40:1,758.582558,759.589838,776.616388,781.572558,757.575278,0
PA O-41:1,758.618943,759.626223,776.652773,781.608943,757.611663,0
PA 41:7,760.504308,761.511588,778.538138,783.494308,759.497028,0
PA O-42:7,760.540693,761.547973,778.574523,783.530693,759.533413,0
