ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
PS 42:9,857.520687,858.527967,875.554517,880.509907,856.513407,0
PS 41:2,857.614587,858.621867,875.648417,880.603807,856.607307,0
PS O-42:2,857.650972,858.658252,875.684802,880.640192,856.643692,0
PS 42:8,859.536337,860.543617,877.570167,882.525557,858.529057,0
PS 41:1,859.630237,860.637517,877.664067,882.619457,858.622957,0
PS O-42:1,859.666622,860.673902,877.700452,882.655842,858.659342,0
PS 42:7,861.551987,862.559267,879.585817,884.541207,860.544707,0
PS 41:0,861.645887,862.653167,879.679717,884.635107,860.638607,0
PS O-42:0,861.682272,862.689552,879.716102,884.671492,860.674992,0
PS 42:6,863.567637,864.574917,881.601467,886.556857,862.560357,0
PS 42:5,865.583287,866.590567,883.617117,888.572507,864.576007,0
PS 42:4,867.598937,868.606217,885.632767,890.588157,866.591657,0
PS 42:3,869.614587,870.621867,887.648417,892.603807,868.607307,0
PS 42:2,871.630237,872.637517,889.664067,894.619457,870.622957,0
PS 42:1,873.645887,874.653167,891.679717,896.635107,872.638607,0
PS 42:0,875.661537,876.668817,893.695367,898.650757,874.654257,0
PS 43:6,877.583287,878.590567,895.617117,900.572507,876.576007,0
PS 44:12,879.505037,880.512317,897.538867,902.494257,878.497757,0
PS 43:4,881.614587,882.621867,899.648417,904.603807,880.607307,0
PS 44:10,883.536337,884.543617,901.570167,906.525557,882.529057,0
PS 43:2,885.645887,886.653167,903.679717,908.635107,884.638607,0
PS 44:8,887.567637,888.574917,905.601467,910.556857,886.560357,0
PS 43:1,887.661537,888.668817,905.695367,910.650757,886.654257,0
PS 44:7,889.583287,890.590567,907.617117,912.572507,888.576007,0
PS 43:0,889.677187,890.684467,907.711017,912.666407,888.669907,0
PS 44:6,891.598937,892.606217,909.632767,914.588157,890.591657,0
PS 44:5,893.614587,894.621867,911.648417,916.603807,892.607307,0
PS 44:4,895.630237,896.637517,913.664067,918.619457,894.622957,0
PS 44:3,897.645887,898.653167,915.679717,920.635107,896.638607,0
PS 44:2,899.661537,900.668817,917.695367,922.650757,898.654257,0
PS 44:1,901.677187,902.684467,919.711017,924.666407,900.669907,0
PS 44:0,903.692837,904.700117,921.726667,926.682057,902.685557,0
